index,label
0,0
1,0
2,0
3,0
4,2
5,2
6,1
7,1
8,2
9,2
10,1
11,0
12,1
13,0
14,0
15,2
16,0
17,0
18,2
19,1
20,0
21,0
22,1
23,0
24,0
25,2
26,2
27,1
28,0
29,1
30,0
31,0
32,2
33,1
34,2
35,0
36,0
37,1
38,2
39,0
40,0
41,0
42,2
43,2
44,0
45,2
46,0
47,0
48,1
49,0
50,0
51,1
52,0
53,0
54,1
55,0
56,2
57,1
58,0
59,1
60,1
61,0
62,0
63,1
64,0
65,2
66,0
67,2
68,0
69,0
70,2
71,0
72,2
73,0
74,0
75,0
76,0
77,0
78,0
79,1
80,2
81,0
82,0
83,2
84,2
85,0
86,2
87,0
88,0
89,0
90,1
91,2
92,2
93,0
94,2
95,1
96,0
97,1
98,2
99,1
100,2
101,0
102,0
103,1
104,1
105,2
106,0
107,0
108,2
109,2
110,2
111,2
112,2
113,2
114,0
115,2
116,0
117,1
118,0
119,2
120,2
121,1
122,1
123,0
124,2
125,0
126,0
127,2
128,1
129,0
130,2
131,0
132,0
133,0
134,0
135,2
136,0
137,0
138,0
139,0
140,1
141,1
142,0
143,2
144,0
145,2
146,1
147,2
148,2
149,0
150,0
151,1
152,0
153,0
154,0
155,0
156,2
157,0
158,2
159,1
160,2
161,2
162,2
163,2
164,2
165,1
166,1
167,2
168,0
169,1
170,2
171,0
172,1
173,0
174,0
175,2
176,1
177,2
178,2
179,0
180,1
181,2
182,0
183,0
184,2
185,2
186,0
187,0
188,2
189,0
190,2
191,2
192,1
193,2
194,0
195,0
196,2
197,0
198,0
199,2
200,0
201,0
202,2
203,2
204,2
205,0
206,2
207,2
208,2
209,1
210,0
211,0
212,2
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,2
225,0
226,0
227,1
228,0
229,1
230,2
231,0
232,2
233,1
234,2
235,2
236,0
237,1
238,2
239,1
240,2
241,1
242,0
243,1
244,1
245,2
246,2
247,1
248,0
249,1
250,0
251,0
252,2
253,1
254,0
255,0
256,2
257,0
258,1
259,1
260,1
261,0
262,0
263,0
264,2
265,1
266,0
267,1
268,0
269,0
270,1
271,1
272,2
273,2
274,2
275,0
276,0
277,2
278,2
279,0
280,0
281,0
282,0
283,2
284,2
285,2
286,2
287,0
288,0
289,0
290,2
291,2
292,1
293,1
294,1
295,1
296,1
297,2
298,2
299,0
300,0
301,2
302,1
303,0
304,0
305,0
306,0
307,2
308,2
309,2
310,2
311,0
312,0
313,0
314,0
315,2
316,0
317,0
318,0
319,2
320,0
321,2
322,2
323,0
324,2
325,0
326,0
327,2
328,0
329,1
330,2
331,2
332,0
333,2
334,2
335,2
336,0
337,0
338,2
339,1
340,2
341,1
342,1
343,0
344,0
345,0
346,2
347,0
348,1
349,0
350,0
351,1
352,0
353,2
354,0
355,0
356,1
357,0
358,0
359,2
360,2
361,0
362,1
363,2
364,1
365,2
366,1
367,0
368,2
369,0
370,0
371,1
372,0
373,2
374,0
375,0
376,0
377,2
378,1
379,0
380,2
381,2
382,0
383,2
384,1
385,2
386,1
387,2
388,2
389,0
390,2
391,1
392,0
393,0
394,0
395,2
396,0
397,1
398,0
399,2
400,0
401,2
402,2
403,2
404,1
405,0
406,1
407,2
408,0
409,2
410,1
411,0
412,2
413,1
414,1
415,0
416,0
417,0
418,2
419,1
420,2
421,0
422,0
423,2
424,2
425,0
426,1
427,2
428,2
429,1
430,0
431,1
432,1
433,0
434,0
435,2
436,1
437,0
438,2
439,2
440,0
441,0
442,1
443,2
444,1
445,2
446,0
447,0
448,2
449,0
450,1
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,0
459,2
460,0
461,0
462,2
463,2
464,1
465,2
466,1
467,0
468,2
469,0
470,0
471,2
472,1
473,0
474,0
475,2
476,2
477,0
478,2
479,2
480,2
481,0
482,1
483,1
484,0
485,0
486,0
487,0
488,1
489,1
490,0
491,1
492,0
493,2
494,0
495,0
496,0
497,2
498,2
499,2
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,0
508,0
509,0
510,2
511,0
512,2
513,1
514,0
515,2
516,0
517,2
518,0
519,1
520,0
521,0
522,2
523,0
524,0
525,1
526,2
527,2
528,0
529,2
530,1
531,0
532,0
