index,label
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,2
25,2
26,0
27,0
28,2
29,2
30,0
31,0
32,2
33,2
34,2
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,2
45,2
46,2
47,0
48,0
49,0
50,0
51,0
52,0
53,2
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,2
67,2
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,2
77,0
78,0
79,2
80,0
81,0
82,0
83,0
84,0
85,0
86,2
87,0
88,0
89,2
90,0
91,0
92,0
93,2
94,2
95,0
96,0
97,0
98,2
99,0
100,0
101,0
102,2
103,0
104,2
105,2
106,0
107,0
108,0
109,0
110,2
111,0
112,0
113,0
114,0
115,2
116,0
117,0
118,0
119,0
120,0
121,0
122,2
123,0
124,0
125,2
126,0
127,0
128,2
129,2
130,2
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,2
162,2
163,0
164,0
165,0
166,0
167,0
168,0
169,2
170,2
171,2
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,2
183,2
184,0
185,2
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,2
202,0
203,2
204,2
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,2
214,0
215,0
216,2
217,0
218,0
219,0
220,0
221,0
222,0
223,2
224,0
225,0
226,2
227,0
228,0
229,0
230,2
231,2
232,0
233,0
234,0
235,2
236,0
237,0
238,0
239,2
240,0
241,2
242,2
243,0
244,0
245,0
246,0
247,2
248,0
249,0
250,0
251,0
252,2
253,0
254,0
255,0
256,0
257,0
258,0
259,2
260,0
261,0
262,2
263,0
264,0
265,2
266,2
267,2
268,0
269,2
270,0
271,0
272,0
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,0
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,2
299,2
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,2
308,2
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,2
368,0
369,0
370,0
371,0
372,2
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,2
390,0
391,0
392,0
393,0
394,0
395,0
396,2
397,0
398,0
399,2
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,2
436,2
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,2
445,2
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,2
457,2
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,2
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,2
488,0
489,0
490,2
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,2
501,0
502,0
503,0
504,2
505,0
506,0
507,0
508,0
509,2
510,0
511,0
512,0
513,2
514,0
515,2
516,2
517,0
518,0
519,0
520,0
521,2
522,0
523,0
524,0
525,0
526,2
527,0
528,0
529,0
530,0
531,0
532,0
